'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
MASON_GUN_MNGM_0004_1.csv,"8. Remove dam, release water and  pike because of possible contribu-  tory effect on high water table  which flood basements of nearby  residents. ",5/60 ,0
IRON_PAINT_MNGM_0004_1.csv,2. Dam in outlet not replaced to  date. ,3/82 ,0
SCHOOLCRAFT_THUNDER_MNGM_0001_1.csv,5. Checked 8/76. Vegetation abundant  but not judged a problem ,1983.0,0
GOGEBIC_FOXPAW_MNGM_0002_1.csv,1. Survey shows this springhole lake  to contain large n. pike and many  fair-to-good size perch. Level has  been recently lowered by partial  obstruction of beaver dam. ,8/62 ,0
GOGEBIC_FOXPAW_MNGM_0002_1.csv,3. Low-head concrete dam(21) constructed  by USFS in Oct. 1964. ,11/64 ,0
GOGEBIC_FOXPAW_MNGM_0002_1.csv,4. Winter oxygen analysis shows over  2 ppm prior to dam construction. ,11/64 ,0
NEWAYGO_HESS_MNGM_0003_1.csv,"1. Presently used for experimental  vegetation control. Samples  collected in 1953 showed sub-  average growth for bluegills and  crappies (sample of crappies was  small), and growth of pumpkinseeds  on the borderline between average  and sub-aver age. ",1/1950 ,1
SCHOOLCRAFT_HERMANS_MNGM_0001_1.csv,"2. Netted 75, 78 & 79: NOP & LMB nos.  low; panfish small; 50% of catch  composed suckers & bullhead. Pike  spawn. habitat limited. ",1980 ,0
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,4. 72 brush shelters installed in  1949 ,12/58 ,0
DICKINSON_KIMBERLEYCLARK_MNGM_0001_1.csv,3. Cont. Pretreatment beaver dam  removal washed out part of dam  (10-84). Dam repaired 11-84. ,1/83 ,0
MONTMORENCY_AVERY_MNGM_0001_1.csv,"2. Monies secured by Assessment District,  dam construction to be completed ,  Summer 1971. ",3/71 ,0
OGEMAW_NERO_MNGM_0003_1.csv,2. No shelters instal led. Consider-  able cover in this lake. ,1953 ,0
DICKINSON_HARDWOOD_MNGM_0001_1.csv,"2. cont. Significant winterkill of  walleyes observed 2/29/82 at dam and  0 2-24-82, 0.0 ppm 2 at dam.  2 cont. Signif. winterkill evident  spring '82. mostly blk. crappies, small  bullheads & sm. yell.perch. ",3/82 ,0
GOGEBIC_BASS_MNGM_0004_1.csv,3. Dropped. N. pike taken in survey  and are now present in Ontonagon  R. above Bond Basin. ,7-62 ,0
BRANCH_MUD_MNGM_0001_1.csv,3. Brush shelters not installed. ,,0
DICKINSON_SILVER_MNGM_0002_1.csv,1. 100 brush shelters installed in  fall of 1955. ,6/66 ,0
ALCONA_HUBBARD_MNGM_0001_1.csv,"2. Brush shelters by LSSI in 1947.  Rainbows (A) and 2-year-old lake  trout stocked regularly from  1944-1947. Program temporarily  discontinued because of few re-  ports. Resumed in 1949. Reports  of success of program are few,  some results have been obtained. ",10/61 ,0
JACKSON_SWAINS_MNGM_0001_1.csv,3. 25 brush shelters installed  1948-49. ,1965 ,0
LAPEER_BASSO_MNGM_0001_1.csv, made dam. ,11/70 ,0
DICKINSON_HAMILTON_MNGM_0001_1.csv,4. Brush shelters installed Fall  of 1952. ,12/55 ,0
MARQUETTE_BASS_MNGM_0004_1.csv,3. Excellent habitat for small and  largemouth bass and panfish. Marginal  spawning facilities for northern pike  although conditions ideal for tiger  muskellunge. ,6/73 ,0
OSCODA_HELMER_MNGM_0003_1.csv,2. 18 shelters 1949 ,,0
ANTRIM_HANLEY_MNGM_0001_1.csv,"3. Bellaire Improv. Assoc. plans  to arrange agreement with the  Charlevoix Light & Power Co.  to stabilize the level of  Intermediate L. by control of  its dam, which will also affect  Hanley L. Stabilization should  improve spawning conditions for  pike. ",12/68 ,0
