'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
MASON_GUN_MNGM_0004_1.csv,"8. Remove dam, release water and  pike because of possible contribu-  tory effect on high water table  which flood basements of nearby  residents. ",5/60 ,0
GLADWIN_SECORD_MNGM_0001_1.csv,6. Pike marsh completed 1972. ,,1
HOUGHTON_TOIVOLA_MNGM_0001_1.csv,1. Five lakes mapped March 1965 ,3/65 ,1
IRON_PAINT_MNGM_0004_1.csv,2. Dam in outlet not replaced to  date. ,3/82 ,0
SCHOOLCRAFT_THUNDER_MNGM_0001_1.csv,5. Checked 8/76. Vegetation abundant  but not judged a problem ,1983.0,0
GOGEBIC_FOXPAW_MNGM_0002_1.csv,1. Survey shows this springhole lake  to contain large n. pike and many  fair-to-good size perch. Level has  been recently lowered by partial  obstruction of beaver dam. ,8/62 ,0
GOGEBIC_FOXPAW_MNGM_0002_1.csv,3. Low-head concrete dam(21) constructed  by USFS in Oct. 1964. ,11/64 ,0
GOGEBIC_FOXPAW_MNGM_0002_1.csv,4. Winter oxygen analysis shows over  2 ppm prior to dam construction. ,11/64 ,0
NEWAYGO_HESS_MNGM_0003_1.csv,"1. Presently used for experimental  vegetation control. Samples  collected in 1953 showed sub-  average growth for bluegills and  crappies (sample of crappies was  small), and growth of pumpkinseeds  on the borderline between average  and sub-aver age. ",1/1950 ,1
SCHOOLCRAFT_HERMANS_MNGM_0001_1.csv,"2. Netted 75, 78 & 79: NOP & LMB nos.  low; panfish small; 50% of catch  composed suckers & bullhead. Pike  spawn. habitat limited. ",1980 ,0
CHARLEVOIX_HOFFMAN_MNGM_0001_1.csv,4. 72 brush shelters installed in  1949 ,12/58 ,0
DICKINSON_KIMBERLEYCLARK_MNGM_0001_1.csv,3. Cont. Pretreatment beaver dam  removal washed out part of dam  (10-84). Dam repaired 11-84. ,1/83 ,0
MONTMORENCY_AVERY_MNGM_0001_1.csv,"2. Monies secured by Assessment District,  dam construction to be completed ,  Summer 1971. ",3/71 ,0
SCHOOLCRAFT_BLUEGILL_MNGM_0002_1.csv,2. Sheet piling fish barrier constructed  across ditch between bluegill and  Byers lakes date 10/2/62 (LSI) ,1962.0,1
OGEMAW_NERO_MNGM_0003_1.csv,2. No shelters instal led. Consider-  able cover in this lake. ,1953 ,0
DICKINSON_HARDWOOD_MNGM_0001_1.csv,"2. cont. Significant winterkill of  walleyes observed 2/29/82 at dam and  0 2-24-82, 0.0 ppm 2 at dam.  2 cont. Signif. winterkill evident  spring '82. mostly blk. crappies, small  bullheads & sm. yell.perch. ",3/82 ,0
GOGEBIC_BASS_MNGM_0004_1.csv,3. Dropped. N. pike taken in survey  and are now present in Ontonagon  R. above Bond Basin. ,7-62 ,0
GOGEBIC_BASS_MNGM_0004_1.csv,6. Barrier weir designed and installed  at outlet by LSI. ,3-37 ,1
MONTCALM_TOWNLINE_MNGM_0001_2.csv,19. Pike marsh constructed. ,12/7 ,1
KEWEENAW_LACLABELLE_MNGM_0001_1.csv,"7. Intensive surv. shows very few  or saugers present. No evidence of  walleye spawning success. Fair numbers  n. pike, crappies and rock bass, good  of fair-sized perch comprise balance  & panfish pop. Large numbers of adult  were present in midsummer, but only  were present in fall. Moderate numbers  suckers and bullheads are also present.  sea lamprey adult taken. TBD-LSI ",alewives ,1
KEWEENAW_LACLABELLE_MNGM_0001_1.csv,"9. Netting of 7/68 took 5 walleyes  y. perch, n. pike, bl. crappie, S. , m,  rock bass cont. to comprise gamefish  See fish coll. card dated 7/22-26/68 ",One ,1
BRANCH_MUD_MNGM_0001_1.csv,3. Brush shelters not installed. ,,0
LENAWEE_SAND_MNGM_0001_1.csv,"1. Fisheries survey April 1927;  warmwater fish, especially bluegills  and perch, predominated. PAS purchased  8/15/40. Lake mapped March 1941.  survey 1941 indicated bluegills as  and small. Water analysis Aug. 1949  no oxygen below 30 ft. ",1970 ,1
DICKINSON_SILVER_MNGM_0002_1.csv,1. 100 brush shelters installed in  fall of 1955. ,6/66 ,0
ALCONA_HUBBARD_MNGM_0001_1.csv,"2. Brush shelters by LSSI in 1947.  Rainbows (A) and 2-year-old lake  trout stocked regularly from  1944-1947. Program temporarily  discontinued because of few re-  ports. Resumed in 1949. Reports  of success of program are few,  some results have been obtained. ",10/61 ,0
JACKSON_SWAINS_MNGM_0001_1.csv,3. 25 brush shelters installed  1948-49. ,1965 ,0
LAPEER_BASSO_MNGM_0001_1.csv, made dam. ,11/70 ,0
DICKINSON_HAMILTON_MNGM_0001_1.csv,4. Brush shelters installed Fall  of 1952. ,12/55 ,0
DICKINSON_HAMILTON_MNGM_0001_1.csv,6. Pike marsh development deemed  undesirable because (1) sufficient  pike spawning area avail in upper end lake and 2) de delopment of such a ,4 54 ,1
MARQUETTE_BASS_MNGM_0004_1.csv,3. Excellent habitat for small and  largemouth bass and panfish. Marginal  spawning facilities for northern pike  although conditions ideal for tiger  muskellunge. ,6/73 ,0
OSCODA_HELMER_MNGM_0003_1.csv,2. 18 shelters 1949 ,,0
ANTRIM_HANLEY_MNGM_0001_1.csv,"3. Bellaire Improv. Assoc. plans  to arrange agreement with the  Charlevoix Light & Power Co.  to stabilize the level of  Intermediate L. by control of  its dam, which will also affect  Hanley L. Stabilization should  improve spawning conditions for  pike. ",12/68 ,0
MARQUETTE_FLOPPER_MNGM_0003_1.csv,5. Fishing pressure light due to  remoteness of pond. No action on suggested  dam. ,2/55 ,0
ALGER_TROUT_MNGM_0001_1.csv,4. Twelve shelters with marker poles  installed in fall of 1954. ,1957 ,0
ALGER_TROUT_MNGM_0001_1.csv,10. Spawning gravels installed 1979. ,1/80 ,1
LIVINGSTON_WHITMORE_MNGM_0004_2.csv,10. Circuit Ct. consent decree issued  which prohibits filling on defined  area. ,1953 ,1
GOGEBIC_GOGEBIC_MNGM_0001_1.csv,7. 1948: brush shelters(56) installed  along SW shore. ,1/68 ,0
MARQUETTE_LITTLE_MNGM_0004_1.csv,"4. 80 brush shelters installed in  fall, 1950 ",,0
GLADWIN_HOISTER_MNGM_0006_2.csv,8. Reexamination of the lake in the  summerof 1952 whowed that temperature  and chemistry conditions were  still favorable for trout. Two  brook of good condition were  collected. Warm-water fish were  stunted. A dam is currently being  installed in the outlet.  8 cont. Dam completed in 1955.  367 fin-clipped legal brook trout  stocked 4/50 ,1956 ,0
GLADWIN_HOISTER_MNGM_0006_2.csv,9. Lake poisoned following completion  of dam. ,1/60 ,0
BARRY_BAKER_MNGM_0003_1.csv,3. Water analysis indicates possible  trout habitat. ,1/67 ,0
MARQUETTE_TWIN_MNGM_0001_2.csv,"16. Gill net collections in 1966  indicate good habitat for brown  trout. Minnows present.  17 Yearling browns planted in '67 and  Yearling rainbows planted in  1969 due to shortage of browns.  18 Survey 6/69 indicates good survival  growth of brown trout, though  all trout collected under 14"",  average in weight. ",9/66 ,0
WASHTENAW_SUGARLOAF_MNGM_0001_1.csv,"1. m. bass, 1937-45; perch 1937-38.  Lake mapped by IFR Feb. 1944.  Surveyed Aug. 1944. Fish noted: n.  (abundant); 1. m. bass, rock bass,  crappies, p. seeds, bgills, gar, bowfin,  forage fish. Seine and gill net  survey Sept. 1946. Panfish, bowfin,  gar and bullheads taken. ",1950.0,1
BRANCH_UNION_MNGM_0001_2.csv,5. Suitable spawning marsh not ,8/80 ,1
MACKINAC_MILLECOQUIN_MNGM_0003_1.csv,1. Dam constructed and completed ,1965.0,0
MONTMORENCY_SUCKER_MNGM_0001_1.csv,"2. Poisoned in August, 1948. (barrier not  dam was built ",2/8/49 ,0
ALLEGAN_MINER_MNGM_0003_1.csv,"6. Addition: 2. Property secured  for marsh development, 1969, (CO-OP)  by lease. ",6/70 ,1
ANTRIM_BELLAIRE_MNGM_0001_1.csv,8. 96 shelters installed in 1955  120 shelters installed in '56  25 shelters installed in '54 and  '55 by club members ,,0
IRON_ICE_MNGM_0001_1.csv,2. Brush shelters installed in fall  of 1956. ,6/67 1-78 ,0
NEWAYGO_LEAF_MNGM_0001_1.csv,4. Fry stocked in adjoining marsh.  NOTE: This was an attempt to establish  pike population in Leaf Lake by  stocking fry in the adjacent  control structure present. Marsh  connected to lake by small dredged ,northern ,0
BARAGA_ROLLAND_MNGM_0003_1.csv,9. Barrier dam installed ,1959 ,0
LUCE_TANK_MNGM_0003_1.csv,8. 31 groups (10/grp) of Hoad  shelters placed in 10' contour ,1957.0,0
MONTCALM_TOWNLINE_MNGM_0001_1.csv,"13. Completed-8, 474(1. 5"") pike  in upper marsh and 26, 302(1.2"")  in lower marsh ",10/61 ,1
MONTCALM_TOWNLINE_MNGM_0001_1.csv,15. Second pike spawning area  dam constructed ,1961 ,0
MARQUETTE_SQUAW_MNGM_0002_2.csv,"9. Squaw and Little Squaw Lakes  treated with toxaphene (7PPB) in  April 1958. Test plant of 1,000  brooks and 1,000 rainbows made  in fall of 1958.  (cont'd) Rock barrier built across  Little Squaw outlet by L.&S. I. in  Spring 1958. Twelve groups of  hoad shelters installed 6-3-59. ",6-59 ,0
ONTONAGON_ROBBINS_MNGM_0001_1.csv,1. Low head dam completed ,1957 ,0
IRON_SWAN_MNGM_0001_1.csv,7. Pike marsh potential checked and  water analysis run. ,10/62 ,1
IRON_SWAN_MNGM_0001_1.csv,9. Done. Fish pop. in balance--pike -  marsh not necessary at present.  9a. Pike and/or walleye rearing  marsh now necessary. ,8/2/66 ,1
IRON_MALLARD_MNGM_0003_3.csv,2. Dam is being maintained in fair  condition ,"3/55, ",0
ALCONA_HUBBARD_MNGM_0001_2.csv,13. Small community marsh constructed ,3/79 ,1
BARAGA_BASS_MNGM_0003_1.csv,2. Brush shelters (50) installed  1954. ,10/54 ,0
CHEBOYGAN_DOG_MNGM_0001_1.csv,2. Game Division dam constructed in  1958 flooding 520 acres. ,3/68 ,0
